"country","England without London","London","Scotland","Wales","Great Britain"
"Change in income","3.793249","4.735561","5.596310","5.099822","4.255424"
"Change in expenditure","1.6473647","0.4690459","1.9839978","1.9856571","1.2843558"
"Change in surplus"," 6.439031"," 8.197532"," 9.636841","11.601113"," 7.401823"
