"auth.name","2012","2013","2014","2015","2016"
"Cardiff",58.1417934606669,55.7755172189047,50.3478260869565,51.852858290718,51.8633347467252
"Swansea",71.5965626413387,72.8020788220009,62.2703538967318,55.894234300404,56.4595834804095
"Carmarthenshire",77.1926040133732,67.5112632627038,71.9458768653933,55.1193772812753,57.0606055999708
"Pembrokeshire",79.6453353893601,72.3529411764706,67.6528599605523,67.3022994952328,68.0235672201393
"Neath Port Talbot",85.7952764976959,83.7143300783272,87.5502008032128,84.8631513772069,91.3967480266269
"Gwynedd",61.6777883698761,61.9933237958989,54.2673902318698,44.5232466509062,45.5823293172691
"Denbighshire",53.5665294924554,58.3846153846154,61.3109512390088,64.7692307692308,61.5328227782172
"Conwy",59.0435506711829,58.3508479216381,53.548252985093,43.8898096865082,47.3287665216221
"Blaenau Gwent",-Inf,913.75,679.627367928696,1134.79333333333,2887.25
"Wrexham",71.6204617072045,196.262864812198,55.5037094267981,64.7509104026346,86.0337728172862
"Bridgend",73.6295012340817,63.4510074454709,91.2231529091021,81.0090171325518,73.8383679811829
"Rhondda Cynon Taf",62.959512880504,71.6029483163212,61.3172067231732,61.5293156266097,59.8400624737044
"Powys",70.3429058630813,63.5811172802411,54.8789435069699,47.6279650436954,46.8527315914489
"Flintshire",147.958895249958,272.27034910101,101.844244034612,196.353465267571,121.251009331114
"Caerphilly",75.3904146472806,69.9002849002849,72.506241331484,72.9216524216524,97.4577777777778
"Newport",131.250425853107,97.3680425477745,89.6070945292867,78.5397181802611,98.5274754008548
"Vale of Glamorgan",174.842767295597,94.4502617801047,80.8375634517766,84.2565597667638,82.7225130890052
"Monmouthshire",59.824018278379,50.5611221936491,40.7636547430919,34.4842001842532,38.9948646796781
"Ceredigion",72.1867091918789,75.2380188990123,71.7335996571863,98.3815501821457,53.091649047863
"Merthyr Tydfil",61.5333518108639,75.8635524435501,87.4464147578323,75.1798602858054,82.9278083884353
"Isle of Anglesey",83.3333333333333,78.0927835051546,65.5701754385965,64.4359464627151,59.1735537190083
"Torfaen",657.142857142857,855.555555555556,525,1720,580
"Total",71.5078167608098,70.5343157934989,64.3252325613668,61.4319280603532,62.6318341809974
