"auth.name","2014","2015","2016","2017","2018","change","change.4","prop.income"
"Cardiff",3474,3762.95,3940.961,4764.262,5290.893,11.0537791582411,11.0899550767742,54.3265765832831
"Swansea",3220,3044,3199,3086.619,3697.283,19.7842364088344,3.51581495120974,52.9832882548896
"Carmarthenshire",2025.534,1712.004,1764.262,2114.892,1924.997,-8.97894549698044,-1.26465912388973,66.7897102744593
"Neath Port Talbot",1308,1167.756,1256.294,1331.721,1479.858,11.1237263661082,3.13428810131309,89.5541951694189
"Pembrokeshire",1029,1200,1270,1319,1370,3.86656557998484,7.41781104523682,63.046479521399
"Rhondda Cynon Taf",864.274,794.365,790.796,905.616,1254.82,38.5598310983905,9.76970471858345,94.777501503062
"Gwynedd",1100,1130,1135,1157,1135,-1.90146931719966,0.7861357253651,42.0837968112718
"Denbighshire",767,842,1052.634,1052.62,1069.461,1.5999125990386,8.66567872843311,70.6055130425253
"Conwy",759.922,827.782,915.938,954.178,1058.074,10.8885344243946,8.6267425337879,47.51604564814
"Bridgend",1156.383,988.229,832.518,888.598,1006.724,13.2935253061564,-3.40554845864363,83.1272335731225
"Caerphilly",522.77,511.91,657.84,550.429,990.27,79.9087620746727,17.3169439696689,143.849913931479
"Powys",748,763,789,821.52,822.621,0.13401986561496,2.40579856001812,48.8858633964408
"Vale of Glamorgan",637,578,632,686,706,2.91545189504374,2.60447845761038,87.4845105328377
"Monmouthshire",509.712,489.976,593.581,670.785,667.304,-0.518944222068171,6.96697580155461,46.1641699561813
"Wrexham",579.7368,580.3312,838.0524,812.1624,664.535,-18.1770788699403,3.47173887945638,62.2677381088471
"Ceredigion",825.28,964.394,588.608,567.214,572.175,0.874625802607113,-8.7502066797981,54.0711025430216
"Newport",556.245,502.5744,633.041,285.733,467.988,63.7850720777789,-4.22720779199754,72.086876155268
"Merthyr Tydfil",651.133,518.726,504.046,510.397,404.013,-20.8433827001334,-11.2473338262104,59.088861522981
"Flintshire",458.2992,861.707,725.8859,678.484,399.706,-41.0883675959934,-3.36200916971595,55.4286538402869
"Isle of Anglesey",299,337,358,351,379,7.97720797720798,6.10650394802295,55.5718475073314
"Blaenau Gwent",261.541,340.438,866.175,483.275,362.6569,-24.9584811960064,8.51481672159415,918.118734177215
"Torfaen",63,86,87,82,121,47.5609756097561,17.7229686325981,2016.66666666667
"Total",21815.83,22003.1426,23430.6323,24073.5054,25844.3789,7.35610984181805,4.32744936084022,61.6384087897887
