"country","England without London","London","Scotland","Wales","Great Britain"
"Change in income","2.619084","2.269986","4.002816","5.591436","2.609350"
"Change in expenditure","-1.2338462","-4.4188802"," 2.1033473"," 0.3788554","-2.1619982"
"Change in surplus"," 7.867854"," 9.239372"," 6.055584","16.805358"," 8.480149"
