"","country","year","auth.type","auth.name","income.on","income.off","income.pcn","income.tfs","income.cong.ch","income.total","expend.on","expend.off","expend.tfs","expend.cong.ch","expend.total","surplus.budget","transport.total","wpl.logical","dpe.status","dpe.year","pcn.number","pnc.number","key"
"287","Wales",2008,"LA","Powys ",NA,NA,NA,NA,NA,1351.42,NA,NA,NA,NA,765.996,NA,21862.63,FALSE,NA,NA,NA,NA,NA
"288","Wales",2008,"LA","Ceredigion ",NA,NA,NA,NA,NA,645,NA,NA,NA,NA,484,NA,12066,FALSE,NA,NA,NA,NA,NA
"289","Wales",2008,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,708,NA,NA,NA,NA,669,NA,12411,FALSE,NA,NA,NA,NA,NA
"290","Wales",2008,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,1948.937,NA,NA,NA,NA,1590.938,NA,19451.03,FALSE,NA,NA,NA,NA,NA
"291","Wales",2008,"LA","Swansea ",NA,NA,NA,NA,NA,3217,NA,NA,NA,NA,2750,NA,20138,FALSE,NA,NA,NA,NA,NA
"292","Wales",2008,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1045,NA,NA,NA,NA,1259,NA,13457,FALSE,NA,NA,NA,NA,NA
"293","Wales",2008,"LA","Bridgend ",NA,NA,NA,NA,NA,1248,NA,NA,NA,NA,542,NA,11922,FALSE,NA,NA,NA,NA,NA
"294","Wales",2008,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,228,NA,NA,NA,NA,354,NA,9622,FALSE,NA,NA,NA,NA,NA
"295","Wales",2008,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,817.197,NA,NA,NA,NA,588.719,NA,24822.43,FALSE,NA,NA,NA,NA,NA
"296","Wales",2008,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,723.0273,NA,NA,NA,NA,344.7553,NA,4657.801,FALSE,NA,NA,NA,NA,NA
"297","Wales",2008,"LA","Caerphilly ",NA,NA,NA,NA,NA,597,NA,NA,NA,NA,399,NA,21280,FALSE,NA,NA,NA,NA,NA
"298","Wales",2008,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,309,NA,8011,FALSE,NA,NA,NA,NA,NA
"299","Wales",2008,"LA","Torfaen ",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,98,NA,7125,FALSE,NA,NA,NA,NA,NA
"300","Wales",2008,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1197.193,NA,NA,NA,NA,481.002,NA,8951.956,FALSE,NA,NA,NA,NA,NA
"301","Wales",2008,"LA","Newport ",NA,NA,NA,NA,NA,1790,NA,NA,NA,NA,1306,NA,18424,FALSE,NA,NA,NA,NA,NA
"302","Wales",2008,"LA","Cardiff ",NA,NA,NA,NA,NA,4386,NA,NA,NA,NA,1513,NA,38945,FALSE,NA,NA,NA,NA,NA
"303","Wales",2009,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,361,NA,NA,NA,NA,290,NA,10606,FALSE,NA,NA,NA,NA,NA
"304","Wales",2009,"LA","Gwynedd ",NA,NA,NA,NA,NA,2152,NA,NA,NA,NA,1257,NA,18847,FALSE,NA,NA,NA,NA,NA
"305","Wales",2009,"LA","Conwy ",NA,NA,NA,NA,NA,1497,NA,NA,NA,NA,1205,NA,11394.22,FALSE,NA,NA,NA,NA,NA
"306","Wales",2009,"LA","Denbighshire ",NA,NA,NA,NA,NA,1532.073,NA,NA,NA,NA,824.751,NA,10062.31,FALSE,NA,NA,NA,NA,NA
"307","Wales",2009,"LA","Flintshire ",NA,NA,NA,NA,NA,242,NA,NA,NA,NA,457,NA,17106,FALSE,NA,NA,NA,NA,NA
"308","Wales",2009,"LA","Wrexham ",NA,NA,NA,NA,NA,970.534,NA,NA,NA,NA,567.503,NA,11277.69,FALSE,NA,NA,NA,NA,NA
"309","Wales",2009,"LA","Powys ",NA,NA,NA,NA,NA,1435.966,NA,NA,NA,NA,780.951,NA,19004.26,FALSE,NA,NA,NA,NA,NA
"310","Wales",2009,"LA","Ceredigion ",NA,NA,NA,NA,NA,794,NA,NA,NA,NA,539,NA,11550,FALSE,NA,NA,NA,NA,NA
"311","Wales",2009,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,767,NA,NA,NA,NA,665,NA,12709,FALSE,NA,NA,NA,NA,NA
"312","Wales",2009,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,1996.909,NA,NA,NA,NA,1708.904,NA,21659.34,FALSE,NA,NA,NA,NA,NA
"313","Wales",2009,"LA","Swansea ",NA,NA,NA,NA,NA,4097,NA,NA,NA,NA,2525,NA,16425,FALSE,NA,NA,NA,NA,NA
"314","Wales",2009,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1030.486,NA,NA,NA,NA,1301.479,NA,14870.27,FALSE,NA,NA,NA,NA,NA
"315","Wales",2009,"LA","Bridgend ",NA,NA,NA,NA,NA,1151.419,NA,NA,NA,NA,530.48,NA,12925,FALSE,NA,NA,NA,NA,NA
"316","Wales",2009,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,321,NA,NA,NA,NA,419,NA,9840,FALSE,NA,NA,NA,NA,NA
"317","Wales",2009,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1111.122,NA,NA,NA,NA,655.004,NA,20063.64,FALSE,NA,NA,NA,NA,NA
"318","Wales",2009,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,737.157,NA,NA,NA,NA,397.6298,NA,5368.049,FALSE,NA,NA,NA,NA,NA
"319","Wales",2009,"LA","Caerphilly ",NA,NA,NA,NA,NA,596,NA,NA,NA,NA,377,NA,24835.02,FALSE,NA,NA,NA,NA,NA
"320","Wales",2009,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,230.919,NA,7890.101,FALSE,NA,NA,NA,NA,NA
"321","Wales",2009,"LA","Torfaen ",NA,NA,NA,NA,NA,16,NA,NA,NA,NA,94,NA,8360,FALSE,NA,NA,NA,NA,NA
"322","Wales",2009,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1176.433,NA,NA,NA,NA,550.534,NA,7343.261,FALSE,NA,NA,NA,NA,NA
"323","Wales",2009,"LA","Newport ",NA,NA,NA,NA,NA,1676,NA,NA,NA,NA,1068,NA,11982,FALSE,NA,NA,NA,NA,NA
"324","Wales",2009,"LA","Cardiff ",NA,NA,NA,NA,NA,4419,NA,NA,NA,NA,1510,NA,41218,FALSE,NA,NA,NA,NA,NA
"325","Wales",2010,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,366,NA,NA,NA,NA,277,NA,10781,FALSE,NA,NA,NA,NA,NA
"326","Wales",2010,"LA","Gwynedd ",NA,NA,NA,NA,NA,1899,NA,NA,NA,NA,1331,NA,19946,FALSE,NA,NA,NA,NA,NA
"327","Wales",2010,"LA","Conwy ",NA,NA,NA,NA,NA,1453,NA,NA,NA,NA,985,NA,11197,FALSE,NA,NA,NA,NA,NA
"328","Wales",2010,"LA","Denbighshire ",NA,NA,NA,NA,NA,1507.119,NA,NA,NA,NA,766.994,NA,10133.7,FALSE,NA,NA,NA,NA,NA
"329","Wales",2010,"LA","Flintshire ",NA,NA,NA,NA,NA,217,NA,NA,NA,NA,299,NA,14595.62,FALSE,NA,NA,NA,NA,NA
"330","Wales",2010,"LA","Wrexham ",NA,NA,NA,NA,NA,1006.455,NA,NA,NA,NA,515.429,NA,10925.72,FALSE,NA,NA,NA,NA,NA
"331","Wales",2010,"LA","Powys ",NA,NA,NA,NA,NA,1264.429,NA,NA,NA,NA,623.89,NA,17354.24,FALSE,NA,NA,NA,NA,NA
"332","Wales",2010,"LA","Ceredigion ",NA,NA,NA,NA,NA,871,NA,NA,NA,NA,541,NA,12569,FALSE,NA,NA,NA,NA,NA
"333","Wales",2010,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1055,NA,NA,NA,NA,921,NA,15503,FALSE,NA,NA,NA,NA,NA
"334","Wales",2010,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,2022.15,NA,NA,NA,NA,1780.78,NA,24237.62,FALSE,NA,NA,NA,NA,NA
"335","Wales",2010,"LA","Swansea ",NA,NA,NA,NA,NA,4266,NA,NA,NA,NA,3012,NA,19479,FALSE,NA,NA,NA,NA,NA
"336","Wales",2010,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1244.98,NA,NA,NA,NA,1328.77,NA,14714.98,FALSE,NA,NA,NA,NA,NA
"337","Wales",2010,"LA","Bridgend ",NA,NA,NA,NA,NA,1030.998,NA,NA,NA,NA,658.839,NA,13439.3,FALSE,NA,NA,NA,NA,NA
"338","Wales",2010,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,321,NA,NA,NA,NA,339,NA,10027,FALSE,NA,NA,NA,NA,NA
"339","Wales",2010,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1131.688,NA,NA,NA,NA,665.119,NA,18300.16,FALSE,NA,NA,NA,NA,NA
"340","Wales",2010,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,689.1779,NA,NA,NA,NA,380.6084,NA,5420.796,FALSE,NA,NA,NA,NA,NA
"341","Wales",2010,"LA","Caerphilly ",NA,NA,NA,NA,NA,619,NA,NA,NA,NA,561.9,NA,21200.47,FALSE,NA,NA,NA,NA,NA
"342","Wales",2010,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,245.275,NA,7409.423,FALSE,NA,NA,NA,NA,NA
"343","Wales",2010,"LA","Torfaen ",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,201,NA,8595,FALSE,NA,NA,NA,NA,NA
"344","Wales",2010,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1188.821,NA,NA,NA,NA,595.487,NA,9871.423,FALSE,NA,NA,NA,NA,NA
"345","Wales",2010,"LA","Newport ",NA,NA,NA,NA,NA,1302,NA,NA,NA,NA,885,NA,12613,FALSE,NA,NA,NA,NA,NA
"346","Wales",2010,"LA","Cardiff ",NA,NA,NA,NA,NA,5012,NA,NA,NA,NA,3084,NA,42384,FALSE,NA,NA,NA,NA,NA
"347","Wales",2011,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,344,NA,NA,NA,NA,293,NA,10240,FALSE,NA,NA,NA,NA,NA
"348","Wales",2011,"LA","Gwynedd ",NA,NA,NA,NA,NA,1968,NA,NA,NA,NA,1276,NA,19262,FALSE,NA,NA,NA,NA,NA
"349","Wales",2011,"LA","Conwy ",NA,NA,NA,NA,NA,1381.567,NA,NA,NA,NA,923.766,NA,10722.22,FALSE,NA,NA,NA,NA,NA
"350","Wales",2011,"LA","Denbighshire ",NA,NA,NA,NA,NA,1495.248,NA,NA,NA,NA,753.849,NA,9639.601,FALSE,NA,NA,NA,NA,NA
"351","Wales",2011,"LA","Flintshire ",NA,NA,NA,NA,NA,219,NA,NA,NA,NA,331,NA,14756,FALSE,NA,NA,NA,NA,NA
"352","Wales",2011,"LA","Wrexham ",NA,NA,NA,NA,NA,1131.96,NA,NA,NA,NA,611.76,NA,9563.316,FALSE,NA,NA,NA,NA,NA
"353","Wales",2011,"LA","Powys ",NA,NA,NA,NA,NA,1251.317,NA,NA,NA,NA,1006.31,NA,19131.72,FALSE,NA,NA,NA,NA,NA
"354","Wales",2011,"LA","Ceredigion ",NA,NA,NA,NA,NA,878.576,NA,NA,NA,NA,527.316,NA,10922.81,FALSE,NA,NA,NA,NA,NA
"355","Wales",2011,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1334,NA,NA,NA,NA,1072,NA,12476,FALSE,NA,NA,NA,NA,NA
"356","Wales",2011,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,2148.468,NA,NA,NA,NA,1761.182,NA,20681.51,FALSE,NA,NA,NA,NA,NA
"357","Wales",2011,"LA","Swansea ",NA,NA,NA,NA,NA,4610,NA,NA,NA,NA,3184,NA,19614,FALSE,NA,NA,NA,NA,NA
"358","Wales",2011,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1664,NA,NA,NA,NA,1381,NA,14746,FALSE,NA,NA,NA,NA,NA
"359","Wales",2011,"LA","Bridgend ",NA,NA,NA,NA,NA,1057.613,NA,NA,NA,NA,621.582,NA,12201.23,FALSE,NA,NA,NA,NA,NA
"360","Wales",2011,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,319,NA,NA,NA,NA,442,NA,10852,FALSE,NA,NA,NA,NA,NA
"361","Wales",2011,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1084.802,NA,NA,NA,NA,731.793,NA,17889.84,FALSE,NA,NA,NA,NA,NA
"362","Wales",2011,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,726.8506,NA,NA,NA,NA,589.8187,NA,5741.971,FALSE,NA,NA,NA,NA,NA
"363","Wales",2011,"LA","Caerphilly ",NA,NA,NA,NA,NA,647,NA,NA,NA,NA,415,NA,23271,FALSE,NA,NA,NA,NA,NA
"364","Wales",2011,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,284.718,NA,6941.301,FALSE,NA,NA,NA,NA,NA
"365","Wales",2011,"LA","Torfaen ",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,99,NA,8759,FALSE,NA,NA,NA,NA,NA
"366","Wales",2011,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1260.321,NA,NA,NA,NA,541.793,NA,7293.829,FALSE,NA,NA,NA,NA,NA
"367","Wales",2011,"LA","Newport ",NA,NA,NA,NA,NA,746,NA,NA,NA,NA,937,NA,11688,FALSE,NA,NA,NA,NA,NA
"368","Wales",2011,"LA","Cardiff ",NA,NA,NA,NA,NA,6063,NA,NA,NA,NA,3275,NA,41509,FALSE,NA,NA,NA,NA,NA
"369","Wales",2012,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,330,NA,NA,NA,NA,275,NA,10393,FALSE,NA,NA,NA,NA,NA
"370","Wales",2012,"LA","Gwynedd ",NA,NA,NA,NA,NA,2098,NA,NA,NA,NA,1294,NA,18736,FALSE,NA,NA,NA,NA,NA
"371","Wales",2012,"LA","Conwy ",NA,NA,NA,NA,NA,1367.809,NA,NA,NA,NA,807.603,NA,10328.41,FALSE,NA,NA,NA,NA,NA
"372","Wales",2012,"LA","Denbighshire ",NA,NA,NA,NA,NA,1458,NA,NA,NA,NA,781,NA,9074,FALSE,NA,NA,NA,NA,NA
"373","Wales",2012,"LA","Flintshire ",NA,NA,NA,NA,NA,208.735,NA,NA,NA,NA,308.842,NA,16043.59,FALSE,NA,NA,NA,NA,NA
"374","Wales",2012,"LA","Wrexham ",NA,NA,NA,NA,NA,846.987,NA,NA,NA,NA,606.616,NA,11408.39,FALSE,NA,NA,NA,NA,NA
"375","Wales",2012,"LA","Powys ",NA,NA,NA,NA,NA,1206.891,NA,NA,NA,NA,848.9622,NA,18709.61,FALSE,NA,NA,NA,NA,NA
"376","Wales",2012,"LA","Ceredigion ",NA,NA,NA,NA,NA,1032.172,NA,NA,NA,NA,745.091,NA,11437.62,FALSE,NA,NA,NA,NA,NA
"377","Wales",2012,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1297,NA,NA,NA,NA,1033,NA,12208,FALSE,NA,NA,NA,NA,NA
"378","Wales",2012,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,2137.105,NA,NA,NA,NA,1649.687,NA,20179.31,FALSE,NA,NA,NA,NA,NA
"379","Wales",2012,"LA","Swansea ",NA,NA,NA,NA,NA,4422,NA,NA,NA,NA,3166,NA,19253,FALSE,NA,NA,NA,NA,NA
"380","Wales",2012,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1736,NA,NA,NA,NA,1489.406,NA,15283.35,FALSE,NA,NA,NA,NA,NA
"381","Wales",2012,"LA","Bridgend ",NA,NA,NA,NA,NA,1137.688,NA,NA,NA,NA,837.674,NA,12039.76,FALSE,NA,NA,NA,NA,NA
"382","Wales",2012,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,318,NA,NA,NA,NA,556,NA,10483,FALSE,NA,NA,NA,NA,NA
"383","Wales",2012,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1290.361,NA,NA,NA,NA,812.405,NA,18428.23,FALSE,NA,NA,NA,NA,NA
"384","Wales",2012,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,885.0389,NA,NA,NA,NA,544.5941,NA,5619.826,FALSE,NA,NA,NA,NA,NA
"385","Wales",2012,"LA","Caerphilly ",NA,NA,NA,NA,NA,659.235,NA,NA,NA,NA,497,NA,22707.04,FALSE,NA,NA,NA,NA,NA
"386","Wales",2012,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,311.228,NA,6542.938,FALSE,NA,NA,NA,NA,NA
"387","Wales",2012,"LA","Torfaen ",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,46,NA,8845,FALSE,NA,NA,NA,NA,NA
"388","Wales",2012,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1146.71,NA,NA,NA,NA,686.008,NA,7533.589,FALSE,NA,NA,NA,NA,NA
"389","Wales",2012,"LA","Newport ",NA,NA,NA,NA,NA,660.439,NA,NA,NA,NA,866.829,NA,10771.19,FALSE,NA,NA,NA,NA,NA
"390","Wales",2012,"LA","Cardiff ",NA,NA,NA,NA,NA,6178,NA,NA,NA,NA,3592,NA,38661,FALSE,NA,NA,NA,NA,NA
"391","Wales",2013,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,388,NA,NA,NA,NA,303,NA,10114,FALSE,NA,NA,NA,NA,NA
"392","Wales",2013,"LA","Gwynedd ",NA,NA,NA,NA,NA,2097,NA,NA,NA,NA,1300,NA,17738,FALSE,NA,NA,NA,NA,NA
"393","Wales",2013,"LA","Conwy ",NA,NA,NA,NA,NA,1391.697,NA,NA,NA,NA,812.067,NA,9907.278,FALSE,NA,NA,NA,NA,NA
"394","Wales",2013,"LA","Denbighshire ",NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,759,NA,9510.761,FALSE,NA,NA,NA,NA,NA
"395","Wales",2013,"LA","Flintshire ",NA,NA,NA,NA,NA,296.4271,NA,NA,NA,NA,807.0831,NA,17682.72,FALSE,NA,NA,NA,NA,NA
"396","Wales",2013,"LA","Wrexham ",NA,NA,NA,NA,NA,154.977,NA,NA,NA,NA,304.1623,NA,10414.46,FALSE,NA,NA,NA,NA,NA
"397","Wales",2013,"LA","Powys ",NA,NA,NA,NA,NA,1196.459,NA,NA,NA,NA,760.722,NA,15767.78,FALSE,NA,NA,NA,NA,NA
"398","Wales",2013,"LA","Ceredigion ",NA,NA,NA,NA,NA,1122.81,NA,NA,NA,NA,844.78,NA,11812.82,FALSE,NA,NA,NA,NA,NA
"399","Wales",2013,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1360,NA,NA,NA,NA,984,NA,12240,FALSE,NA,NA,NA,NA,NA
"400","Wales",2013,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,2447.559,NA,NA,NA,NA,1652.378,NA,20376.96,FALSE,NA,NA,NA,NA,NA
"401","Wales",2013,"LA","Swansea ",NA,NA,NA,NA,NA,4618,NA,NA,NA,NA,3362,NA,20150,FALSE,NA,NA,NA,NA,NA
"402","Wales",2013,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1507.012,NA,NA,NA,NA,1261.585,NA,15128.71,FALSE,NA,NA,NA,NA,NA
"403","Wales",2013,"LA","Bridgend ",NA,NA,NA,NA,NA,1356.798,NA,NA,NA,NA,860.902,NA,12775,FALSE,NA,NA,NA,NA,NA
"404","Wales",2013,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,955,NA,NA,NA,NA,902,NA,10207,FALSE,NA,NA,NA,NA,NA
"405","Wales",2013,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1384.112,NA,NA,NA,NA,991.065,NA,18972.76,FALSE,NA,NA,NA,NA,NA
"406","Wales",2013,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,831.6895,NA,NA,NA,NA,630.9492,NA,5804.218,FALSE,NA,NA,NA,NA,NA
"407","Wales",2013,"LA","Caerphilly ",NA,NA,NA,NA,NA,702,NA,NA,NA,NA,490.7,NA,18031.7,FALSE,NA,NA,NA,NA,NA
"408","Wales",2013,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,30,NA,NA,NA,NA,274.125,NA,5073.184,FALSE,NA,NA,NA,NA,NA
"409","Wales",2013,"LA","Torfaen ",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,77,NA,9813,FALSE,NA,NA,NA,NA,NA
"410","Wales",2013,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1182.541,NA,NA,NA,NA,597.906,NA,6741.991,FALSE,NA,NA,NA,NA,NA
"411","Wales",2013,"LA","Newport ",NA,NA,NA,NA,NA,604.873,NA,NA,NA,NA,588.953,NA,10579.67,FALSE,NA,NA,NA,NA,NA
"412","Wales",2013,"LA","Cardiff ",NA,NA,NA,NA,NA,6612.819,NA,NA,NA,NA,3688.334,NA,37909.2,FALSE,NA,NA,NA,NA,NA
"413","Wales",2014,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,456,NA,NA,NA,NA,299,NA,8746,FALSE,NA,NA,NA,NA,NA
"414","Wales",2014,"LA","Gwynedd ",NA,NA,NA,NA,NA,2027,NA,NA,NA,NA,1100,NA,17397,FALSE,NA,NA,NA,NA,NA
"415","Wales",2014,"LA","Conwy ",NA,NA,NA,NA,NA,1419.135,NA,NA,NA,NA,759.922,NA,9633.211,FALSE,NA,NA,NA,NA,NA
"416","Wales",2014,"LA","Denbighshire ",NA,NA,NA,NA,NA,1251,NA,NA,NA,NA,767,NA,8651.984,FALSE,NA,NA,NA,NA,NA
"417","Wales",2014,"LA","Flintshire ",NA,NA,NA,NA,NA,450.0001,NA,NA,NA,NA,458.2992,NA,15388.92,FALSE,NA,NA,NA,NA,NA
"418","Wales",2014,"LA","Wrexham ",NA,NA,NA,NA,NA,1044.501,NA,NA,NA,NA,579.7368,NA,8440.827,FALSE,NA,NA,NA,NA,NA
"419","Wales",2014,"LA","Powys ",NA,NA,NA,NA,NA,1363,NA,NA,NA,NA,748,NA,12212,FALSE,NA,NA,NA,NA,NA
"420","Wales",2014,"LA","Ceredigion ",NA,NA,NA,NA,NA,1150.479,NA,NA,NA,NA,825.28,NA,11876.67,FALSE,NA,NA,NA,NA,NA
"421","Wales",2014,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1521,NA,NA,NA,NA,1029,NA,10398,FALSE,NA,NA,NA,NA,NA
"422","Wales",2014,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,2815.358,NA,NA,NA,NA,2025.534,NA,19401.56,FALSE,NA,NA,NA,NA,NA
"423","Wales",2014,"LA","Swansea ",NA,NA,NA,NA,NA,5171,NA,NA,NA,NA,3220,NA,21077,FALSE,NA,NA,NA,NA,NA
"424","Wales",2014,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1494,NA,NA,NA,NA,1308,NA,13923,FALSE,NA,NA,NA,NA,NA
"425","Wales",2014,"LA","Bridgend ",NA,NA,NA,NA,NA,1267.642,NA,NA,NA,NA,1156.383,NA,11948.31,FALSE,NA,NA,NA,NA,NA
"426","Wales",2014,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,788,NA,NA,NA,NA,637,NA,9433,FALSE,NA,NA,NA,NA,NA
"427","Wales",2014,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1409.513,NA,NA,NA,NA,864.274,NA,17768.3,FALSE,NA,NA,NA,NA,NA
"428","Wales",2014,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,744.608,NA,NA,NA,NA,651.133,NA,5433.272,FALSE,NA,NA,NA,NA,NA
"429","Wales",2014,"LA","Caerphilly ",NA,NA,NA,NA,NA,721,NA,NA,NA,NA,522.77,NA,17208.04,FALSE,NA,NA,NA,NA,NA
"430","Wales",2014,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,38.483,NA,NA,NA,NA,261.541,NA,5510.545,FALSE,NA,NA,NA,NA,NA
"431","Wales",2014,"LA","Torfaen ",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,63,NA,8762,FALSE,NA,NA,NA,NA,NA
"432","Wales",2014,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1250.408,NA,NA,NA,NA,509.712,NA,6954.902,FALSE,NA,NA,NA,NA,NA
"433","Wales",2014,"LA","Newport ",NA,NA,NA,NA,NA,620.76,NA,NA,NA,NA,556.245,NA,10117.78,FALSE,NA,NA,NA,NA,NA
"434","Wales",2014,"LA","Cardiff ",NA,NA,NA,NA,NA,6900,NA,NA,NA,NA,3474,NA,28605,FALSE,NA,NA,NA,NA,NA
"435","Wales",2015,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,523,NA,NA,NA,NA,337,NA,9556,FALSE,NA,NA,NA,NA,NA
"436","Wales",2015,"LA","Gwynedd ",NA,NA,NA,NA,NA,2538,NA,NA,NA,NA,1130,NA,15377,FALSE,NA,NA,NA,NA,NA
"437","Wales",2015,"LA","Conwy ",NA,NA,NA,NA,NA,1886.046,NA,NA,NA,NA,827.782,NA,9121.286,FALSE,NA,NA,NA,NA,NA
"438","Wales",2015,"LA","Denbighshire ",NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,842,NA,9097.823,FALSE,NA,NA,NA,NA,NA
"439","Wales",2015,"LA","Flintshire ",NA,NA,NA,NA,NA,438.855,NA,NA,NA,NA,861.707,NA,19712.12,FALSE,NA,NA,NA,NA,NA
"440","Wales",2015,"LA","Wrexham ",NA,NA,NA,NA,NA,896.2518,NA,NA,NA,NA,580.3312,NA,8262.764,FALSE,NA,NA,NA,NA,NA
"441","Wales",2015,"LA","Powys ",NA,NA,NA,NA,NA,1602,NA,NA,NA,NA,763,NA,11963,FALSE,NA,NA,NA,NA,NA
"442","Wales",2015,"LA","Ceredigion ",NA,NA,NA,NA,NA,980.259,NA,NA,NA,NA,964.394,NA,11642.85,FALSE,NA,NA,NA,NA,NA
"443","Wales",2015,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1783,NA,NA,NA,NA,1200,NA,9410,FALSE,NA,NA,NA,NA,NA
"444","Wales",2015,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,3105.993,NA,NA,NA,NA,1712.004,NA,17228.74,FALSE,NA,NA,NA,NA,NA
"445","Wales",2015,"LA","Swansea ",NA,NA,NA,NA,NA,5446,NA,NA,NA,NA,3044,NA,21258,FALSE,NA,NA,NA,NA,NA
"446","Wales",2015,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1376.046,NA,NA,NA,NA,1167.756,NA,13315.46,FALSE,NA,NA,NA,NA,NA
"447","Wales",2015,"LA","Bridgend ",NA,NA,NA,NA,NA,1219.9,NA,NA,NA,NA,988.229,NA,11702.83,FALSE,NA,NA,NA,NA,NA
"448","Wales",2015,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,686,NA,NA,NA,NA,578,NA,9545,FALSE,NA,NA,NA,NA,NA
"449","Wales",2015,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1291.035,NA,NA,NA,NA,794.365,NA,17173.43,FALSE,NA,NA,NA,NA,NA
"450","Wales",2015,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,689.98,NA,NA,NA,NA,518.726,NA,4955.889,FALSE,NA,NA,NA,NA,NA
"451","Wales",2015,"LA","Caerphilly ",NA,NA,NA,NA,NA,702,NA,NA,NA,NA,511.91,NA,15561.91,FALSE,NA,NA,NA,NA,NA
