"","country","year","auth.type","auth.name","income.on","income.off","income.pcn","income.tfs","income.cong.ch","income.total","expend.on","expend.off","expend.tfs","expend.cong.ch","expend.total","surplus.budget","transport.total","wpl.logical","dpe.status","dpe.year","pcn.number","pnc.number","key"
"452","Wales",2015,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,30,NA,NA,NA,NA,340.438,NA,5666.754,FALSE,NA,NA,NA,NA,NA
"453","Wales",2015,"LA","Torfaen ",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,86,NA,8419,FALSE,NA,NA,NA,NA,NA
"454","Wales",2015,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1420.871,NA,NA,NA,NA,489.976,NA,6757.765,FALSE,NA,NA,NA,NA,NA
"455","Wales",2015,"LA","Newport ",NA,NA,NA,NA,NA,639.8984,NA,NA,NA,NA,502.5744,NA,9701.41,FALSE,NA,NA,NA,NA,NA
"456","Wales",2015,"LA","Cardiff ",NA,NA,NA,NA,NA,7256.977,NA,NA,NA,NA,3762.95,NA,25787.29,FALSE,NA,NA,NA,NA,NA
"457","Wales",2016,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,605,NA,NA,NA,NA,358,NA,8494,FALSE,NA,NA,NA,NA,NA
"458","Wales",2016,"LA","Gwynedd ",NA,NA,NA,NA,NA,2490,NA,NA,NA,NA,1135,NA,16056,FALSE,NA,NA,NA,NA,NA
"459","Wales",2016,"LA","Conwy ",NA,NA,NA,NA,NA,1935.267,NA,NA,NA,NA,915.938,NA,8607.122,FALSE,NA,NA,NA,NA,NA
"460","Wales",2016,"LA","Denbighshire ",NA,NA,NA,NA,NA,1710.687,NA,NA,NA,NA,1052.634,NA,8595.111,FALSE,NA,NA,NA,NA,NA
"461","Wales",2016,"LA","Flintshire ",NA,NA,NA,NA,NA,598.6638,NA,NA,NA,NA,725.8859,NA,18462.25,FALSE,NA,NA,NA,NA,NA
"462","Wales",2016,"LA","Wrexham ",NA,NA,NA,NA,NA,974.097,NA,NA,NA,NA,838.0524,NA,9129.154,FALSE,NA,NA,NA,NA,NA
"463","Wales",2016,"LA","Powys ",NA,NA,NA,NA,NA,1684,NA,NA,NA,NA,789,NA,11137,FALSE,NA,NA,NA,NA,NA
"464","Wales",2016,"LA","Ceredigion ",NA,NA,NA,NA,NA,1108.664,NA,NA,NA,NA,588.608,NA,10515.36,FALSE,NA,NA,NA,NA,NA
"465","Wales",2016,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1867,NA,NA,NA,NA,1270,NA,9628,FALSE,NA,NA,NA,NA,NA
"466","Wales",2016,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,3091.909,NA,NA,NA,NA,1764.262,NA,16495.95,FALSE,NA,NA,NA,NA,NA
"467","Wales",2016,"LA","Swansea ",NA,NA,NA,NA,NA,5666,NA,NA,NA,NA,3199,NA,25041,FALSE,NA,NA,NA,NA,NA
"468","Wales",2016,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1374.55,NA,NA,NA,NA,1256.294,NA,13023.06,FALSE,NA,NA,NA,NA,NA
"469","Wales",2016,"LA","Bridgend ",NA,NA,NA,NA,NA,1127.487,NA,NA,NA,NA,832.518,NA,11210.22,FALSE,NA,NA,NA,NA,NA
"470","Wales",2016,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,764,NA,NA,NA,NA,632,NA,9359,FALSE,NA,NA,NA,NA,NA
"471","Wales",2016,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1321.516,NA,NA,NA,NA,790.796,NA,16772.61,FALSE,NA,NA,NA,NA,NA
"472","Wales",2016,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,607.813,NA,NA,NA,NA,504.046,NA,5731.751,FALSE,NA,NA,NA,NA,NA
"473","Wales",2016,"LA","Caerphilly ",NA,NA,NA,NA,NA,675,NA,NA,NA,NA,657.84,NA,14231.69,FALSE,NA,NA,NA,NA,NA
"474","Wales",2016,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,30,NA,NA,NA,NA,866.175,NA,6269.454,FALSE,NA,NA,NA,NA,NA
"475","Wales",2016,"LA","Torfaen ",NA,NA,NA,NA,NA,15,NA,NA,NA,NA,87,NA,8981,FALSE,NA,NA,NA,NA,NA
"476","Wales",2016,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1522.203,NA,NA,NA,NA,593.581,NA,6228.367,FALSE,NA,NA,NA,NA,NA
"477","Wales",2016,"LA","Newport ",NA,NA,NA,NA,NA,642.502,NA,NA,NA,NA,633.041,NA,12047.67,FALSE,NA,NA,NA,NA,NA
"478","Wales",2016,"LA","Cardiff ",NA,NA,NA,NA,NA,7598.742,NA,NA,NA,NA,3940.961,NA,24484.54,FALSE,NA,NA,NA,NA,NA
"479","Wales",2017,"LA","Isle of Anglesey ",NA,NA,NA,NA,NA,639,NA,NA,NA,NA,351,NA,8788,FALSE,NA,NA,NA,NA,NA
"480","Wales",2017,"LA","Gwynedd ",NA,NA,NA,NA,NA,2539,NA,NA,NA,NA,1157,NA,14680,FALSE,NA,NA,NA,NA,NA
"481","Wales",2017,"LA","Conwy ",NA,NA,NA,NA,NA,1903.485,NA,NA,NA,NA,954.178,NA,8846.731,FALSE,NA,NA,NA,NA,NA
"482","Wales",2017,"LA","Denbighshire ",NA,NA,NA,NA,NA,1516.686,NA,NA,NA,NA,1052.62,NA,9256.41,FALSE,NA,NA,NA,NA,NA
"483","Wales",2017,"LA","Flintshire ",NA,NA,NA,NA,NA,570.91,NA,NA,NA,NA,678.484,NA,18874.34,FALSE,NA,NA,NA,NA,NA
"484","Wales",2017,"LA","Wrexham ",NA,NA,NA,NA,NA,1112.864,NA,NA,NA,NA,812.1624,NA,8471.759,FALSE,NA,NA,NA,NA,NA
"485","Wales",2017,"LA","Powys ",NA,NA,NA,NA,NA,1652.771,NA,NA,NA,NA,821.52,NA,11685.79,FALSE,NA,NA,NA,NA,NA
"486","Wales",2017,"LA","Ceredigion ",NA,NA,NA,NA,NA,1055.016,NA,NA,NA,NA,567.214,NA,11030.77,FALSE,NA,NA,NA,NA,NA
"487","Wales",2017,"LA","Pembrokeshire ",NA,NA,NA,NA,NA,1916,NA,NA,NA,NA,1319,NA,8300,FALSE,NA,NA,NA,NA,NA
"488","Wales",2017,"LA","Carmarthenshire ",NA,NA,NA,NA,NA,3035.068,NA,NA,NA,NA,2114.892,NA,16622.75,FALSE,NA,NA,NA,NA,NA
"489","Wales",2017,"LA","Swansea ",NA,NA,NA,NA,NA,5931.514,NA,NA,NA,NA,3086.619,NA,21733.57,FALSE,NA,NA,NA,NA,NA
"490","Wales",2017,"LA","Neath Port Talbot ",NA,NA,NA,NA,NA,1499.981,NA,NA,NA,NA,1331.721,NA,13827.42,FALSE,NA,NA,NA,NA,NA
"491","Wales",2017,"LA","Bridgend ",NA,NA,NA,NA,NA,1138.637,NA,NA,NA,NA,888.598,NA,11135.73,FALSE,NA,NA,NA,NA,NA
"492","Wales",2017,"LA","Vale of Glamorgan ",NA,NA,NA,NA,NA,737,NA,NA,NA,NA,686,NA,9961.355,FALSE,NA,NA,NA,NA,NA
"493","Wales",2017,"LA","Rhondda Cynon Taf ",NA,NA,NA,NA,NA,1089.778,NA,NA,NA,NA,905.616,NA,17179.33,FALSE,NA,NA,NA,NA,NA
"494","Wales",2017,"LA","Merthyr Tydfil ",NA,NA,NA,NA,NA,725.231,NA,NA,NA,NA,510.397,NA,5151.347,FALSE,NA,NA,NA,NA,NA
"495","Wales",2017,"LA","Caerphilly ",NA,NA,NA,NA,NA,641.423,NA,NA,NA,NA,550.429,NA,17260.5,FALSE,NA,NA,NA,NA,NA
"496","Wales",2017,"LA","Blaenau Gwent ",NA,NA,NA,NA,NA,30.211,NA,NA,NA,NA,483.275,NA,6303.688,FALSE,NA,NA,NA,NA,NA
"497","Wales",2017,"LA","Torfaen ",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,82,NA,7961,FALSE,NA,NA,NA,NA,NA
"498","Wales",2017,"LA","Monmouthshire ",NA,NA,NA,NA,NA,1534.746,NA,NA,NA,NA,670.785,NA,5990.751,FALSE,NA,NA,NA,NA,NA
"499","Wales",2017,"LA","Newport ",NA,NA,NA,NA,NA,591.316,NA,NA,NA,NA,285.733,NA,10175.94,FALSE,NA,NA,NA,NA,NA
"500","Wales",2017,"LA","Cardiff ",NA,NA,NA,NA,NA,8629.129,NA,NA,NA,NA,4764.262,NA,22055.76,FALSE,NA,NA,NA,NA,NA
